term,high_drift_tfidf,low_drift_tfidf,high_minus_low
added,0.004497537923020915,0.009008728749358048,-0.004511190826337133
added ran,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
added ran appropriate,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
added updated,0.0007622306980076138,0.00031248951851909224,0.0004497411794885215
added updated fix,0.0007622306980076138,0.00031248951851909224,0.0004497411794885215
adding,0.007325867514184976,0.003690998955280412,0.0036348685589045636
adding links,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
adding links point,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
adding missing,0.0,0.0023875866191025645,-0.0023875866191025645
addition,0.0038885956923483153,0.0007672005794079238,0.0031213951129403913
addition specific,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
addition specific issues,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
additional,0.008741625715382855,0.007268223480071486,0.0014734022353113689
additional action,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
additional action users,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
additional context,0.0,0.0014388256935953408,-0.0014388256935953408
additional documentation,0.004185209559993782,0.0007275273038605595,0.0034576822561332224
additional documentation keps,0.004185209559993782,0.0007275273038605595,0.0034576822561332224
additional feature,0.0007158683410447826,0.0009439703511548365,-0.00022810201011005385
additional feature minor,0.0007158683410447826,0.0009439703511548365,-0.00022810201011005385
additional information,0.003018685117977234,0.003967838693014518,-0.0009491535750372837
additional information response,0.0023390082730484324,0.002466645336044451,-0.00012763706299601845
addon,0.006699569953267971,0.0,0.006699569953267971
address,0.003704572407073668,0.004067637324140905,-0.000363064917067237
address issue,0.0012357000410864651,0.0,0.0012357000410864651
addressed,0.002091937934005604,0.0,0.002091937934005604
addresses,0.001912800840789858,0.0011522565451164237,0.0007605442956734342
addressing,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
addressing especially,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
addressing especially release,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
adds,0.005944814053840216,0.005327023194667292,0.0006177908591729238
adds new,0.0021038641582129106,0.0015836321295351482,0.0005202320286777625
adjust,0.0,0.0015460288938014813,-0.0015460288938014813
admission,0.0015092282622560043,0.0,0.0015092282622560043
adoption,0.0021904241175556612,0.0,0.0021904241175556612
ae,0.0016342533953803075,0.0007028846350214787,0.0009313687603588288
af,0.0016342533953803075,0.000745286879434318,0.0008889665159459895
affected,0.0004558807575870999,0.006100962829630305,-0.005645082072043206
affected family,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
affected family uniformly,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
affected versions,0.0,0.002356108455088171,-0.002356108455088171
affects,0.0,0.0036901826259688637,-0.0036901826259688637
affects rails,0.0,0.0012959598346235118,-0.0012959598346235118
agent,0.0,0.00641906027094114,-0.00641906027094114
agents,0.006328210667964442,0.0,0.006328210667964442
agents app,0.004121302631826895,0.0,0.004121302631826895
agree,0.003080195750712282,0.00258414088723697,0.0004960548634753118
agree project,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
agree project contribution,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
ai,0.0,0.0012313278389855973,-0.0012313278389855973
aims,0.0024897457374020264,0.0,0.0024897457374020264
aims uplifting,0.0024897457374020264,0.0,0.0024897457374020264
aims uplifting lint,0.0024897457374020264,0.0,0.0024897457374020264
alias,0.0009534413081019039,0.004385454626629517,-0.003432013318527613
allocated,0.0,0.004443532436597366,-0.004443532436597366
allocates,0.0,0.004191123742769436,-0.004191123742769436
allocating,0.0009811818391710417,0.0009610037461712514,2.0178092999790305e-05
allocation,0.001067970695231362,0.004575105221428684,-0.003507134526197322
allocations,0.0026507591528610887,0.0006926159434840555,0.0019581432093770334
allow,0.005352204191550566,0.0007781295463402102,0.0045740746452103565
allowed,0.0009848697550096615,0.0009834703161044195,1.39943890524203e-06
allowing,0.0010363368982630535,0.0010912355868606934,-5.48986885976399e-05
allows,0.003385054769615715,0.0004544073527027133,0.0029306474169130017
alpha,0.006879719496410814,0.0029466326971337373,0.0039330867992770765
alt,0.009644607856566921,0.0045979215575110925,0.005046686299055829
alt image,0.008671912703149239,0.00474706610750574,0.003924846595643499
alt image src,0.008671912703149239,0.00474706610750574,0.003924846595643499
alternative,0.0026401051502929433,0.0010420022262912967,0.0015981029240016466
alternatives,0.0036500460380854164,0.0,0.0036500460380854164
alternatives considered,0.0036500460380854164,0.0,0.0036500460380854164
alternatives considered response,0.0036500460380854164,0.0,0.0036500460380854164
ambiguous,0.0,0.0017325924306795778,-0.0017325924306795778
amd,0.00204778314856912,0.0009310304469566102,0.00111675270161251
analysis,0.00025749861363871053,0.0049733588112042095,-0.004715860197565499
analysis passes,0.0,0.0012244873418878776,-0.0012244873418878776
analysis passes crate,0.0,0.0012244873418878776,-0.0012244873418878776
analysis running,0.0,0.0012244873418878776,-0.0012244873418878776
analysis running analysis,0.0,0.0012244873418878776,-0.0012244873418878776
annotationlib,0.001906454083500406,0.0,0.001906454083500406
anonrig,0.0016342533953803075,0.0005106656137864446,0.0011235877815938629
anonymous,0.0,0.001760466914045974,-0.001760466914045974
answer,0.0,0.003917739282433567,-0.003917739282433567
anymore,0.0011523579219752309,0.002277407182281337,-0.0011250492603061062
api,0.02553350485887389,0.008017382569014658,0.017516122289859232
api change,0.0031563758661623705,0.0007901270881708411,0.0023662487779915293
api change kind,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
api changes,0.000881837761363635,0.0007672255358319943,0.00011461222553164072
api machinery,0.001679820473207776,0.0009723877502971489,0.0007074327229106271
api machinery kind,0.0005214195764106706,0.0010353632800150366,-0.0005139437036043661
apis,0.0016958444742420356,0.0013881244955286484,0.00030771997871338716
apiserver,0.0,0.008286730143789368,-0.008286730143789368
app,0.006925583632313904,0.008010032583366791,-0.0010844489510528866
appear,0.0015723418416999718,0.0005106656137864446,0.0010616762279135271
appears,0.004008076184619146,0.0027575167314547984,0.0012505594531643472
appends,0.0,0.004356069062837442,-0.004356069062837442
apple,0.0009242691806230168,0.008242561106323978,-0.007318291925700961
apple linker,0.0,0.0043801584916790546,-0.0043801584916790546
apple linker fixes,0.0,0.002894569598393257,-0.002894569598393257
applicable,0.008599687138457655,0.003756282972878166,0.004843404165579488
applicable addition,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
applicable addition specific,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
applicable details,0.004510875100229817,0.0026836113813302753,0.0018272637188995414
applicable details details,0.004039051387820783,0.0026836113813302753,0.001355440006490508
applicable kind,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
applicable kind api,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
application,0.0,0.004001545419138892,-0.004001545419138892
applications,0.0,0.003604766624939253,-0.003604766624939253
applied,0.0007843193238563927,0.0006504878742605367,0.00013383144959585593
apply,0.0009606117853106572,0.003386990902872881,-0.0024263791175622236
approach,0.002592911523862862,0.0013931392631852063,0.0011997722606776559
appropriate,0.0055407018624793174,0.003221633107880913,0.0023190687545984042
appropriate open,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
appropriate open source,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
appropriate tests,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
appropriate tests pr,0.0020388006181503954,0.0008448132522072999,0.0011939873659430954
appropriately,0.001076923602675798,0.0018930451911247054,-0.0008161215884489074
apps,0.0,0.0046118150177911635,-0.0046118150177911635
apr,0.0,0.004394987391494615,-0.004394987391494615
arbitrary,0.002662730323563568,0.00280003292161194,-0.00013730259804837185
arbitrary parsed,0.0010161036738284227,0.0012549698151461189,-0.00023886614131769617
arbitrary parsed attribute,0.0010161036738284227,0.0012549698151461189,-0.00023886614131769617
architecture,0.003517672442095314,0.0,0.003517672442095314
area,0.0012289900961716198,0.0,0.0012289900961716198
ares,0.0,0.01457359061417789,-0.01457359061417789
ares based,0.0,0.0015147415947959542,-0.0015147415947959542
ares based resolution,0.0,0.0015147415947959542,-0.0015147415947959542
ares regression,0.0,0.0015147415947959542,-0.0015147415947959542
ares version,0.0,0.0023088214849171966,-0.0023088214849171966
arg,0.0,0.0028987158725497196,-0.0028987158725497196
args,0.0012436518662450348,0.0030481543631130127,-0.001804502496867978
argument,0.0029408097108134658,0.009417418135920187,-0.006476608425106721
arguments,0.0,0.0019690563693079153,-0.0019690563693079153
argv,0.0,0.004813830626651287,-0.004813830626651287
arises,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
arises recorder,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
arises recorder layout,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
arm,0.0006453330801598112,0.014253449780149502,-0.013608116699989691
arm object,0.0,0.002894569598393257,-0.002894569598393257
arm object files,0.0,0.002894569598393257,-0.002894569598393257
arm objects,0.0,0.002894569598393257,-0.002894569598393257
arm objects corresponds,0.0,0.002894569598393257,-0.002894569598393257
arm set,0.0,0.002894569598393257,-0.002894569598393257
arm set ptrauth,0.0,0.002894569598393257,-0.002894569598393257
arm targets,0.0,0.002923944987320584,-0.002923944987320584
array,0.006198760858078852,0.013869005792077314,-0.007670244933998462
arrays,0.0018344408923971292,0.0007035570816061798,0.0011308838107909494
ask,0.0,0.0067832837626049325,-0.0067832837626049325
ask questions,0.0,0.006711929409214612,-0.006711929409214612
ask questions tool,0.0,0.005008392574891051,-0.005008392574891051
asserts,0.0,0.001765253327505841,-0.001765253327505841
assign,0.00773142120982466,0.005052686055956505,0.002678735153868155
assign end,0.0028409685448421854,0.0025752762812866117,0.00026569226355557373
assign end triagebot,0.0028409685448421854,0.0025752762812866117,0.00026569226355557373
assign sig,0.0014910465373686942,0.0,0.0014910465373686942
assign sig using,0.0014910465373686942,0.0,0.0014910465373686942
assign start,0.0028409685448421854,0.0025752762812866117,0.00026569226355557373
assign start triagebot,0.0028409685448421854,0.0025752762812866117,0.00026569226355557373
assign using,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
assign using reviewer,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
assigned,0.0013417770237041174,0.0031759188309470592,-0.0018341418072429418
assigned dhcp,0.0,0.0023088214849171966,-0.0023088214849171966
assigned reviewer,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
assigned reviewer case,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
associate,0.0,0.0026289422111131695,-0.0026289422111131695
associate issue,0.0,0.0026289422111131695,-0.0026289422111131695
associate issue pull,0.0,0.0026289422111131695,-0.0026289422111131695
associated,0.003149063073563141,0.0007672005794079238,0.002381862494155217
associated issue,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
associated issue write,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
assuming,0.00120078768160481,0.0018930451911247054,-0.0006922575095198954
ast,0.0004306532376952183,0.002301676607495983,-0.0018710233698007648
async,0.007331513754645101,0.0021755115774462555,0.005156002177198846
async function,0.0029350020151717162,0.0,0.0029350020151717162
async generator,0.0010744155471608652,0.000745286879434318,0.00032912866772654727
async hooks,0.0009481316942102088,0.00014057692700429576,0.000807554767205913
asyncio,0.00533084982397236,0.0,0.00533084982397236
attached,0.00047346934307885126,0.0010962321580344954,-0.0006227628149556441
attempts,0.0029395157836695773,0.0026666707142110734,0.0002728450694585039
attr,0.0005957211433034926,0.0032336634355020683,-0.002637942292198576
attribute,0.0009542996014387709,0.004308737246051388,-0.003354437644612617
attribute parsed,0.0010161036738284227,0.0012549698151461189,-0.00023886614131769617
attributes,0.0052000070566785754,0.0034441297358279535,0.001755877320850622
audit,0.0007616154630147678,0.0016176145275630805,-0.0008559990645483127
auth,0.004145347593052214,0.003307767294290433,0.000837580298761781
authentication,0.0011034540180687737,0.0005324370667691764,0.0005710169512995973
author,0.0,0.0025510074253583485,-0.0025510074253583485
auto,0.0016942887271193738,0.011394784545071396,-0.009700495817952022
auto reduced,0.0,0.0012244873418878776,-0.0012244873418878776
auto reduced treereduce,0.0,0.0012244873418878776,-0.0012244873418878776
auto replies,0.0,0.0026948643547086027,-0.0026948643547086027
autofix,0.0009811818391710417,0.0009806634061715923,5.184329994493628e-07
automatically,0.0034403809404082953,0.002466415483125673,0.0009739654572826222
automatically assigned,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
automatically assigned reviewer,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
automatically close,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
automatically close linked,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
available,0.0021453720922761585,0.0070151237708579095,-0.004869751678581751
available paste,0.0,0.0010616116330942503,-0.0010616116330942503
available paste executable,0.0,0.0010616116330942503,-0.0010616116330942503
avoid,0.003946443622162702,0.0036067591486749536,0.00033968447348774883
avoid creating,0.0011034540180687737,0.0013021996356186575,-0.0001987456175498838
avoid creating duplicates,0.0011034540180687737,0.0013021996356186575,-0.0001987456175498838
avoid linking,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
avoid linking directly,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
await,0.0021539415666460256,0.0017779015251360418,0.00037604004150998383
aware,0.0016641533550337101,0.0,0.0016641533550337101
away,0.001372366121118209,0.0004796045957286625,0.0008927615253895466
backed,0.004842525863030792,0.0,0.004842525863030792
background,0.002257569795762561,0.0019397480835213945,0.00031782171224116647
background fixes,0.0007622306980076138,0.0007491221145751581,1.3108583432455624e-05
backport,0.020492011467647134,0.004426380830907718,0.016065630636739416
backport pr,0.00993052560915982,0.002254683568222722,0.007675842040937099
backport pr pr,0.00993052560915982,0.002254683568222722,0.007675842040937099
backport pull,0.00993052560915982,0.002254683568222722,0.007675842040937099
backport pull request,0.00993052560915982,0.002254683568222722,0.007675842040937099
backported,0.0007536340476734292,0.001293019553162637,-0.0005393855054892079
backtrace,0.009733839426474235,0.002958981695803137,0.006774857730671099
backtrace code,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
backtrace code block,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
backtrace rustc,0.0013247421669910172,0.0006917966193480024,0.0006329455476430148
backtrace rustc explain,0.0013247421669910172,0.0006917966193480024,0.0006329455476430148
backtrace strong,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
backtrace strong summary,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
bad,0.0025335523855944393,0.00400280767008144,-0.0014692552844870004
bare,0.0010036268680039943,0.004329602467006065,-0.0033259755990020707
bare metal,0.0012226589388740039,0.0,0.0012226589388740039
bare subtype,0.0,0.002894569598393257,-0.002894569598393257
bare subtype metadata,0.0,0.002894569598393257,-0.002894569598393257
base,0.0027602921844562547,0.009145645485732542,-0.006385353301276287
base compiler,0.0018962633884204176,0.0008217481109088273,0.0010745152775115904
base compiler deps,0.0018962633884204176,0.00041087405545441367,0.0014853893329660039
base opcode,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
base opcode affected,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
base value,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
base value required,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
based,0.006262166213120235,0.004756428388756981,0.001505737824363254
based previous,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
based previous work,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
based resolution,0.0,0.0015147415947959542,-0.0015147415947959542
basic,0.0010612903014253284,0.00031248951851909224,0.0007488007829062361
basically,0.0014248635403169706,0.0,0.0014248635403169706
batch,0.0,0.0023765594073531524,-0.0023765594073531524
bc,0.0,0.0006920279094630051,-0.0006920279094630051
behavior,0.009713226680526042,0.021894962291034714,-0.012181735610508672
behavior change,0.0016382815124226981,0.0008965502751368335,0.0007417312372858646
behavior change additional,0.0007158683410447826,0.0009439703511548365,-0.00022810201011005385
behavior expected,0.0031025557665130114,0.005403211028459195,-0.0023006552619461835
behavior expected behavior,0.003195270467045817,0.004989560503862732,-0.0017942900368169146
believe,0.004555928466793295,0.0037778168436850214,0.0007781116231082735
believe pr,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
believe pr highlighted,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
benchmark,0.001659685238977335,0.0016272082353798714,3.247700359746363e-05
benchmarked,0.0,0.0012597877283616029,-0.0012597877283616029
benchmarking,0.0009481316942102088,0.0017673974704583916,-0.0008192657762481828
best,0.002996929555139677,0.0035411631801896613,-0.0005442336250499843
best knowledge,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
best knowledge covered,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
beta,0.002088025647037036,0.0016517704162739028,0.00043625523076313297
beta nightly,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
beta nightly versions,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
better,0.0015914580825034353,0.0015184886184201644,7.296946408327093e-05
bf,0.00047346934307885126,0.0008217481109088273,-0.0003482787678299761
big,0.0,0.0019494075803284116,-0.0019494075803284116
bin,0.0017809239769544457,0.001474832549984241,0.0003060914269702047
bin stress,0.0,0.001570348316253467,-0.001570348316253467
binary,0.003398139711652849,0.004514049481374555,-0.0011159097697217056
binary rustc,0.0,0.0012244873418878776,-0.0012244873418878776
binary rustc commit,0.0,0.0012244873418878776,-0.0012244873418878776
binding,0.0,0.002601097412774902,-0.002601097412774902
bit,0.005267593861794763,0.0008440441906142506,0.004423549671180513
blank,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
blank pull,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
blank pull request,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
block,0.007246349563629939,0.007642626675015781,-0.00039627711138584196
block pr,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
block pr requires,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
block setting,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
block setting environment,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
block yes,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
block yes release,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
blocking,0.0,0.005688547537089207,-0.005688547537089207
blocks,0.0016110402919347793,0.0,0.0016110402919347793
body,0.0014253748274339997,0.004972907992059638,-0.003547533164625638
bootstrap,0.0008109405776205744,0.005384339590894311,-0.004573399013273737
borrowck,0.0013461650496583053,0.0005970024343148181,0.0007491626153434873
bound,0.00027974332947799534,0.0020297500161524217,-0.0017500066866744264
bound method,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
bound method payload,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
boundary,0.004692776187696035,0.0017859786908343287,0.0029067974968617063
bounds,0.0005214195764106706,0.0008722639820886768,-0.0003508444056780063
br,0.0005594866589559907,0.009482874553503029,-0.008923387894547039
branch,0.011720082755661245,0.008056172377707388,0.003663910377953857
branch ensures,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
branch ensures links,0.0022173203138755584,0.0008157567444252665,0.0014015635694502918
branch example,0.009436210320302167,0.0022985490146386024,0.007137661305663565
branch example gh,0.009436210320302167,0.0022985490146386024,0.007137661305663565
branch include,0.0,0.0026289422111131695,-0.0026289422111131695
branch include description,0.0,0.0026289422111131695,-0.0026289422111131695
branch operating,0.0033717880822835187,0.005564857557552502,-0.002193069475268983
branch operating systems,0.0033717880822835187,0.005564857557552502,-0.002193069475268983
branches,0.00993052560915982,0.002254683568222722,0.007675842040937099
branches ensure,0.00993052560915982,0.002254683568222722,0.007675842040937099
branches ensure pr,0.00993052560915982,0.002254683568222722,0.007675842040937099
break,0.001949270188884039,0.0,0.001949270188884039
breaking,0.0,0.002281118955934492,-0.002281118955934492
breaks,0.0035712273950515103,0.001128935347491766,0.0024422920475597443
broken,0.0023513778856839584,0.008788252270991663,-0.0064368743853077046
buffer,0.005629369575647284,0.0026413422920486974,0.0029880272835985863
bug,0.01580301522343946,0.018354844538595774,-0.0025518293151563128
bug add,0.001225864808702127,0.00029348247689429973,0.0009323823318078274
bug add feature,0.0007622306980076138,0.00031248951851909224,0.0004497411794885215
bug description,0.00413275779665421,0.006335507350865055,-0.0022027495542108443
bug exists,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
bug exists beta,0.002198464891389422,0.0006497183851654538,0.0015487465062239683
bug fixes,0.005189164460882055,0.002413127903408582,0.002776036557473473
bug fixes documentation,0.0007158683410447826,0.0009439703511548365,-0.00022810201011005385
bug fixes new,0.0031722422594945153,0.001975797322315495,0.0011964449371790202
bug kind,0.002559795171046508,0.0008157567444252665,0.0017440384266212412
bug kind dependency,0.002205226786490369,0.0008448132522072999,0.0013604135342830692
bug minimization,0.0013247421669910172,0.0006917966193480024,0.0006329455476430148
bug minimization patterns,0.0013247421669910172,0.0006917966193480024,0.0006329455476430148
bug pr,0.0011672521361662726,0.000586490427926676,0.0005807617082395966
bug pr does,0.0011672521361662726,0.000586490427926676,0.0005807617082395966
bug report,0.004980725075388647,0.00870509465036914,-0.0037243695749804937
bug report available,0.0,0.001941392126554703,-0.001941392126554703
bug report bug,0.00413275779665421,0.006335507350865055,-0.0022027495542108443
bugs,0.0005952684379816347,0.0010958780191013986,-0.0005006095811197639
build,0.013711851426559863,0.012446248954068054,0.001265602472491809
build error,0.0009481316942102088,0.0009117480400693735,3.6383654140835324e-05
build failure,0.0007861709208499859,0.00041087405545441367,0.0003752968653955722
building,0.004541816404105436,0.003349563919677217,0.0011922524844282193
building node,0.0018962633884204176,0.00041087405545441367,0.0014853893329660039
builds,0.0,0.0024280246786353202,-0.0024280246786353202
built,0.0034254830352349096,0.0030305756196443226,0.000394907415590587
built node,0.0009481316942102088,0.001597311200307529,-0.0006491795060973201
builtin,0.0,0.0023764375653072497,-0.0023764375653072497
builtins,0.003984263819005386,0.0004217307810128873,0.003562533037992499
bundled,0.0,0.005134705913731736,-0.005134705913731736
bypasses,0.0,0.0013265169568904185,-0.0013265169568904185
byte,0.0008392299884339858,0.0007935342862678881,4.569570216609773e-05
bytecode,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
bytecode subsequently,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
bytecode subsequently translated,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
bytes,0.0,0.0035987401117555324,-0.0035987401117555324
cache,0.0007861709208499859,0.0010353632800150366,-0.00024919235916505075
callable,0.0,0.0008896990415794539,-0.0008896990415794539
callback,0.003951795037014923,0.001539140558615728,0.0024126544783991954
callbacks,0.0,0.0018107337476694085,-0.0018107337476694085
called,0.0040215667443017165,0.00599496128014946,-0.0019733945358477436
caller,0.0,0.0015057019567872268,-0.0015057019567872268
calling,0.004139257307610209,0.0018684717803873273,0.002270785527222882
calls,0.005361830526915596,0.0065873212741963515,-0.0012254907472807556
came,0.00027974332947799534,0.0028229138317043276,-0.002543170502226332
candidate,0.0008835863842870295,0.0016434962218176547,-0.0007599098375306252
candidates,0.0,0.0020921169717424836,-0.0020921169717424836
canonical,0.0030149601057709347,0.0,0.0030149601057709347
capacity,0.000294614870691412,0.006285758603828252,-0.00599114373313684
captures,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
captures snapshot,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
captures snapshot values,0.0002978605716517463,0.000775972461494676,-0.00047811188984292973
cargo,0.007426566449021223,0.0016265516148933346,0.005800014834127888
cargo config,0.001992131909502693,0.0009117480400693735,0.0010803838694333195
cargo config toml,0.001992131909502693,0.0009117480400693735,0.0010803838694333195
case,0.009045371687145098,0.009218115750541147,-0.00017274406339604954
case created,0.0,0.001941392126554703,-0.001941392126554703
case created scripts,0.0,0.001941392126554703,-0.001941392126554703
case like,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
case like specific,0.0010987143342101144,0.0006917966193480024,0.000406917714862112
cases,0.0056239631286036755,0.0020884255298377493,0.0035355375987659262
catch,0.0016766985591262196,0.0026580959339582494,-0.0009813973748320297
catch exception,0.0010305925339717473,0.0010868956062188005,-5.630307224705313e-05
caught,0.004122370135886989,0.0008929893454171643,0.003229380790469825
cause,0.001440717440218092,0.006779045896415946,-0.005338328456197854
cause commit,0.0010829824132665947,0.000775972461494676,0.00030700995177191867
caused,0.003900786155022689,0.002571554986777053,0.001329231168245636
causes,0.0021765991920198024,0.006349385997601252,-0.00417278680558145
causes segfault,0.0,0.003318144400361327,-0.003318144400361327
causing,0.0008795571426290375,0.0025139789339569227,-0.0016344217913278852
